repetition_bucket,variability,position_in_workload,source_path,measured_query_name,num_joins_in_user_query,num_joins_in_benchmark_query,redset_query_id
90%-100%,high_variability,6,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,15962633
90%-100%,high_variability,7,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,14459588
90%-100%,high_variability,8,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,16613546
90%-100%,high_variability,9,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,14959904
90%-100%,high_variability,10,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,4989205
90%-100%,high_variability,11,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,13878570
90%-100%,high_variability,12,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,16614743
90%-100%,high_variability,13,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,10413089
90%-100%,high_variability,14,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,8216284
90%-100%,high_variability,15,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,6866927
90%-100%,high_variability,16,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,4159611
90%-100%,high_variability,17,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,13088790
90%-100%,high_variability,18,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,2530891
90%-100%,high_variability,19,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,7898049
90%-100%,high_variability,20,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,5434856
90%-100%,high_variability,21,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,18381439
90%-100%,high_variability,22,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,3426073
90%-100%,high_variability,23,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,3041537
90%-100%,high_variability,24,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,23359
90%-100%,high_variability,25,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,14523021
90%-100%,high_variability,26,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,19495663
90%-100%,high_variability,27,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,4988704
90%-100%,high_variability,28,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,1362776
90%-100%,high_variability,29,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,7765797
90%-100%,high_variability,30,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,15191808
90%-100%,high_variability,31,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,9645274
90%-100%,high_variability,32,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,14010560
90%-100%,high_variability,33,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,94322
90%-100%,high_variability,34,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,821477
90%-100%,high_variability,35,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,8918028
90%-100%,high_variability,36,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,14138927
90%-100%,high_variability,37,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,4708098
90%-100%,high_variability,38,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,16085568
90%-100%,high_variability,39,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,9904083
90%-100%,high_variability,40,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,12615269
90%-100%,high_variability,41,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,14578861
90%-100%,high_variability,42,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,94365
90%-100%,high_variability,43,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,15258174
90%-100%,high_variability,44,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,12208593
90%-100%,high_variability,45,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,5776291
90%-100%,high_variability,46,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,11607306
90%-100%,high_variability,47,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,14458554
90%-100%,high_variability,48,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,19619203
90%-100%,high_variability,49,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,3233404
90%-100%,high_variability,50,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,10413090
90%-100%,high_variability,51,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,11606874
90%-100%,high_variability,52,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,7191479
90%-100%,high_variability,53,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,10663303
90%-100%,high_variability,54,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,8602050
90%-100%,high_variability,55,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,6106573
90%-100%,high_variability,56,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,11606009
90%-100%,high_variability,57,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,16947877
90%-100%,high_variability,58,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,3360583
90%-100%,high_variability,59,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,9645941
90%-100%,high_variability,60,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,11244500
90%-100%,high_variability,61,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,25380
90%-100%,high_variability,62,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,25392
90%-100%,high_variability,63,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,2716944
90%-100%,high_variability,64,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,18580852
90%-100%,high_variability,65,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,1686155
90%-100%,high_variability,66,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,17472367
90%-100%,high_variability,67,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,6621496
90%-100%,high_variability,68,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,10349718
90%-100%,high_variability,69,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,11691193
90%-100%,high_variability,70,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,12958568
90%-100%,high_variability,71,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,7394529
90%-100%,high_variability,72,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,2980926
90%-100%,high_variability,73,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,8530992
90%-100%,high_variability,74,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,9253062
90%-100%,high_variability,75,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,6491556
90%-100%,high_variability,76,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,16016923
90%-100%,high_variability,77,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,14695388
90%-100%,high_variability,78,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,18045901
90%-100%,high_variability,79,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,14831440
90%-100%,high_variability,80,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,18716005
90%-100%,high_variability,81,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,19683470
90%-100%,high_variability,82,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,94366
90%-100%,high_variability,83,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,17983950
90%-100%,high_variability,84,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,17078991
90%-100%,high_variability,85,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,6553468
90%-100%,high_variability,86,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,6733373
90%-100%,high_variability,87,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,4641917
90%-100%,high_variability,88,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,94323
90%-100%,high_variability,89,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,10090499
90%-100%,high_variability,90,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,3841015
90%-100%,high_variability,91,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,93413
90%-100%,high_variability,92,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,15964229
90%-100%,high_variability,93,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,7969838
90%-100%,high_variability,94,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,4436840
90%-100%,high_variability,95,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,12895909
90%-100%,high_variability,96,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,7055856
90%-100%,high_variability,97,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,14073271
90%-100%,high_variability,98,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,4641493
90%-100%,high_variability,99,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,10159586
90%-100%,high_variability,100,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,6108503
90%-100%,high_variability,101,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,16421555
90%-100%,high_variability,102,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,95344
90%-100%,high_variability,103,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,6672356
90%-100%,high_variability,104,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,4436159
90%-100%,high_variability,105,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,10851022
90%-100%,high_variability,106,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,18716006
90%-100%,high_variability,107,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,7124003
90%-100%,high_variability,108,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,12616559
90%-100%,high_variability,109,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,5843053
90%-100%,high_variability,110,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,6107638
90%-100%,high_variability,111,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,95338
90%-100%,high_variability,112,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,8600075
90%-100%,high_variability,113,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,16355035
90%-100%,high_variability,114,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,2979833
90%-100%,high_variability,115,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,7649228
90%-100%,high_variability,116,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,24383
90%-100%,high_variability,117,imdb/benchmarks/job/11d.sql,rbk_0691_job_11d,2,7,14330310
90%-100%,high_variability,118,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,15192117
90%-100%,high_variability,119,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,2398601
90%-100%,high_variability,120,imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,rbk_0196_ceb_10a_ffa89001847857aea332203f58817579edf17efa,1,6,14578156
90%-100%,high_variability,121,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,14522239
90%-100%,high_variability,122,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,6553572
90%-100%,high_variability,123,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,19684680
90%-100%,high_variability,124,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,4029930
90%-100%,high_variability,125,imdb/benchmarks/job/11c.sql,rbk_0690_job_11c,2,7,11527559
90%-100%,high_variability,126,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,6425498
90%-100%,high_variability,127,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,18975526
90%-100%,high_variability,128,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,6230438
90%-100%,high_variability,129,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,9253063
90%-100%,high_variability,130,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,7261025
90%-100%,high_variability,131,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,16613548
90%-100%,high_variability,132,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,1945898
90%-100%,high_variability,133,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,14762784
90%-100%,high_variability,134,imdb/benchmarks/job/11c.sql,rbk_0690_job_11c,2,7,758494
90%-100%,high_variability,135,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,10663305
90%-100%,high_variability,136,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,16168100
90%-100%,high_variability,137,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,15518600
90%-100%,high_variability,138,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,9253064
90%-100%,high_variability,139,imdb/benchmarks/job/11c.sql,rbk_0690_job_11c,2,7,19684065
90%-100%,high_variability,140,imdb/benchmarks/ceb/1a/1a999.sql,rbk_0250_ceb_1a_1a999,4,8,15518601
90%-100%,high_variability,141,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,11054006
90%-100%,high_variability,142,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,2981296
90%-100%,high_variability,143,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,25396
90%-100%,high_variability,144,imdb/benchmarks/ceb/2a/2a99.sql,rbk_0290_ceb_2a_2a99,7,10,11244957
90%-100%,high_variability,145,imdb/benchmarks/job/16d.sql,rbk_0709_job_16d,3,7,17920197
90%-100%,high_variability,146,imdb/benchmarks/job/16c.sql,rbk_0708_job_16c,3,7,8030818
90%-100%,high_variability,147,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,16167044
90%-100%,high_variability,148,imdb/benchmarks/job/16b.sql,rbk_0707_job_16b,3,7,8531401
90%-100%,high_variability,149,imdb/benchmarks/ceb/2b/2b99.sql,rbk_0309_ceb_2b_2b99,7,10,17078992
90%-100%,high_variability,150,imdb/benchmarks/job/16a.sql,rbk_0706_job_16a,3,7,11525813
90%-100%,high_variability,151,imdb/benchmarks/job/11b.sql,rbk_0689_job_11b,2,7,2213719
90%-100%,high_variability,152,imdb/benchmarks/ceb/10a/ff5392412c047db440be1c25a9368dca0af322a6.sql,rbk_0194_ceb_10a_ff5392412c047db440be1c25a9368dca0af322a6,1,6,19753890
90%-100%,high_variability,153,imdb/benchmarks/job/17f.sql,rbk_0715_job_17f,1,6,6800991
90%-100%,high_variability,154,imdb/benchmarks/job/17f.sql,rbk_0715_job_17f,1,6,2530892
90%-100%,high_variability,155,imdb/benchmarks/ceb/10a/ff28e87026770d06e47c8133bde907e8f62af5f2.sql,rbk_0193_ceb_10a_ff28e87026770d06e47c8133bde907e8f62af5f2,1,6,23166
90%-100%,high_variability,156,imdb/benchmarks/ceb/10a/feb4a84432cbf3c03659dec9f994e45c20117dce.sql,rbk_0192_ceb_10a_feb4a84432cbf3c03659dec9f994e45c20117dce,1,6,6994773
90%-100%,high_variability,157,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,11826163
90%-100%,high_variability,158,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,14201374
90%-100%,high_variability,159,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,6168251
90%-100%,high_variability,160,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,18580004
90%-100%,high_variability,161,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,14201375
90%-100%,high_variability,162,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,15520051
90%-100%,high_variability,163,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,16947879
90%-100%,high_variability,164,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,8918029
90%-100%,high_variability,165,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,4642002
90%-100%,high_variability,166,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,6995109
90%-100%,high_variability,167,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,11244502
90%-100%,high_variability,168,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,8791176
90%-100%,high_variability,169,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,24128
90%-100%,high_variability,170,imdb/benchmarks/ceb/10a/ff7e187ff73ce227ca49c7b4791037f242cdbde6.sql,rbk_0195_ceb_10a_ff7e187ff73ce227ca49c7b4791037f242cdbde6,1,6,1945761
